Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	67	1.29920496412643	2.05E-07	"Q9UHD2, P42224, Q9NWZ3, O00206, P53778, P53779, Q8IUC6, P10451, O43318, P27986, Q92569, P18428, Q15759, Q9H0E2, O15455, P36507, O15264, Q14790, P25963, P17181, P63000, Q9NR96, P05412, P58753, Q04206, P45984, P45985, O00459, Q16539, O60603, Q9NYJ8, Q15399, P05015, P45983, P01584, P32881, Q99836, P01569, O14920, P01375, Q02750, Q14164, Q92985, O15111, Q9Y243, Q13546, P42081, P51617, P31751, Q13158, P28482, P01100, Q9Y4K3, Q9Y6K9, P46734, Q13114, P41279, Q8WYR1, P25942, P27361, Q15750, P19838, Q14653, P42338, P42336, O14733, P31749"	2604	106	6910	1.677281686	6.10E-05	1.11E-06	2.74E-04
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	79	1.531898390537134	2.50E-07	"P36897, P42224, Q99558, Q9Y6Q6, O14788, Q08209, P53778, P53779, Q06187, O15524, O43318, Q14192, P27986, P14778, P62993, Q92569, P16885, Q15759, O15264, P08637, P25963, P17181, P31995, P31994, P05106, P63000, P19438, P05412, P04839, P37173, Q9Y5S8, P13498, P45984, Q04206, O00459, Q16539, Q9NYJ8, O14543, P01137, P01584, P45983, P06239, P07333, O14920, P01375, Q02750, P14598, P61812, O75030, O15111, Q9Y243, Q13094, Q00653, P31751, P43405, P28482, P06241, P17535, P37231, Q8NHL6, P01100, Q9Y4K3, Q9Y6K9, Q9UQC2, P23458, Q8WYR1, P48454, Q13501, P27361, Q15750, P19838, Q12933, P09603, Q8N423, P42338, P29597, P42336, P30988, O14733, P31749"	2604	131	6910	1.600268524	7.42E-05	1.32E-06	3.33E-04
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	41	0.795035873569905	2.76E-07	"P24385, P23443, O14920, Q02750, P10398, P42229, O15111, Q9Y243, P27986, P10276, P62993, Q92569, P51692, P31751, P28482, P01106, P42345, P36507, Q9Y6K9, P15056, Q8WYR1, Q03181, Q13541, P27361, P14923, P19838, Q07889, P10721, P04049, P42338, P42336, Q04206, Q07890, P01116, O00459, Q9UBS0, P40763, P31749, P11309, P01112, P29590"	2604	56	6910	1.942821483	8.19E-05	1.44E-06	3.68E-04
KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	38	0.736862516967229	4.11E-07	"P07437, P04350, O43639, Q71U36, P60953, P17252, P60709, O00206, P35222, P68371, P15311, Q16625, P12830, P68366, Q9BQE3, P06241, Q9BUF5, O00401, Q13509, Q9BPX5, Q92974, P42768, P05556, O15144, O15145, O15143, Q13464, Q9BV28, P68363, O15511, P00519, Q13748, P61586, P63261, O75116, Q13885, P16333, P19338, Q14247"	2604	51	6910	1.977199482	1.22E-04	2.10E-06	5.48E-04
KEGG_PATHWAY	hsa05166:HTLV-I infection	136	2.6371921659879773	4.27E-07	"Q9ULV1, P24385, P30447, P01892, Q99558, P62070, P19419, P20036, Q12834, P30443, P42771, P84022, P42772, O14786, P01911, P14324, P14778, Q13467, P25054, Q08AM6, P38936, P06400, Q9Y490, P05362, P25963, P01889, P04085, P01903, P04234, P01906, P14784, Q07812, O14641, Q04206, P98170, O14640, P45985, P01891, P01589, P10321, P01137, P06239, O14920, P41221, P45880, P49005, Q92793, P43487, P61812, P35222, Q13315, Q9Y243, P09619, P28340, P31751, P15036, P01106, P11831, O00755, P01100, P56705, P27824, Q13233, P25942, P30685, P40933, P14921, P12236, P62380, Q92993, Q92997, P12235, Q15796, P42338, P42336, P11802, P01920, P10301, P10242, P01116, P31749, P01112, P36897, O14746, Q13042, P30504, P30505, P16234, Q08209, P42229, P21796, P11166, P52333, P27986, Q92569, Q9NRF9, P30457, P30455, Q860B5, P62826, P30508, P17612, P30450, P13747, P16188, O14757, P15923, P49841, P04439, P05107, Q92831, P19438, P04637, P17693, P05412, P37173, P20701, P30464, O00459, Q31612, P30460, P30461, Q9Y277, Q12959, Q13257, Q07000, P30480, P27797, P01375, Q9NZH5, O60566, O15111, P05141, P26651, P03989, Q00653, P51692, Q15054, P30281, P12004, Q9Y6K9, P19320, P23458, O43684, Q8WYR1, P18848, Q09472, P48454, P15336, O96017, P19838, P40145, Q13535, Q13485, O14980, P30481, Q99759"	2604	256	6910	1.409730223	1.27E-04	2.15E-06	5.70E-04
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	74	1.4349427961993406	4.62E-07	"Q14289, P78314, Q08209, P10398, P09326, P27986, P29350, P62993, Q92569, P15153, P16885, Q13241, P36507, P29353, P15056, P08637, P98077, Q13153, O60880, P05362, P52735, P17181, Q96D37, O14798, P05771, P05107, O43561, Q07889, O14796, P63000, P48023, P13598, P15498, P20701, Q92529, Q07890, P55957, O00459, P05015, Q14954, P32881, P20963, O14763, P06239, P01569, P17252, P01375, P43631, P43632, Q02750, Q13094, Q9UKW4, P43403, P43405, Q06124, P28482, P06241, O00220, P43627, P43628, Q8WYR1, P43626, P48454, P05129, P19174, P27361, Q99706, P04049, P42338, P42336, P25445, P42574, P01116, P10144, P01112"	2604	122	6910	1.609566619	1.37E-04	2.29E-06	6.16E-04
KEGG_PATHWAY	hsa04130:SNARE interactions in vesicular transport	28	0.5429513282916424	7.73E-07	"O15400, O95249, Q15836, O15155, O75379, Q9UEU0, Q16623, O15498, O75558, Q9BV40, O14653, P51809, O60499, Q12981, P63027, O00161, Q12846, Q13190, Q96AJ9, Q9NYM9, O43752, O75396, O14662, O95721, P56962, Q9UNK0, Q9NZ43, Q13277"	2604	34	6910	2.185325743	2.30E-04	3.76E-06	0.001031536
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis (ALS)	37	0.7174713980996703	8.02E-07	"P29466, Q9BUN8, Q05586, P01375, Q08209, P53778, P04040, P42262, Q12879, O96008, Q59EW6, Q99683, O15399, Q15759, P29475, P46734, P55211, O15264, P10415, P07197, P48454, P07196, P63000, P41219, P04637, P19438, P42261, P99999, Q96Q42, P20339, Q07812, P12036, P42574, Q13224, Q9UER7, Q16539, P55957, P20333"	2604	50	6910	1.963671275	2.38E-04	3.84E-06	0.001070177
KEGG_PATHWAY	hsa05152:Tuberculosis	99	1.9197207678883073	9.76E-07	"Q9NWZ3, P20036, O00206, P53778, P53779, P01911, Q9UQM7, Q15075, P55211, P10415, P31146, Q14790, P31995, P31994, P11279, O43187, Q13952, Q9NR96, Q9BXN2, Q9H4B4, P01903, P04233, P58753, P01906, Q07812, P61586, Q04206, Q13555, P45984, P55957, Q13554, O60603, Q16539, P01137, Q13557, P01584, P45983, P32881, Q99836, P33241, P13473, Q92793, P35228, Q9UDY8, P61812, P61020, Q9NZN5, Q9Y243, O60674, P43405, P31751, P28482, P27361, Q9NYA1, P99999, P04049, P01920, P17676, P31749, P42224, P12931, Q08209, P18428, Q15759, O15264, P08637, P05107, P38646, P19438, P10809, Q8NEB9, Q15628, Q8IVT5, Q15399, P05015, P01569, P01375, P62158, Q93050, P51617, Q13158, Q9Y4K3, P33076, P23458, Q09472, P11473, P48454, O43353, P27449, Q9UI12, P19838, P51149, Q92851, Q9H257, P51148, P20339, P07339, P42574, Q9H2X3, P23511"	2604	177	6910	1.484222448	2.90E-04	4.60E-06	0.001302004
KEGG_PATHWAY	hsa04110:Cell cycle	74	1.4349427961993406	1.11E-06	"P24385, Q13042, O96020, Q92769, Q12834, P31947, P42771, P31946, P84022, P42772, Q8WWL7, P53350, Q00987, Q13616, P30304, Q00534, P38936, Q99640, Q9UQE7, P30307, Q14566, P06400, Q9Y5N6, O14757, P49841, O95257, P00519, P20248, P04637, P62258, O60216, Q13415, O00311, P01137, P46527, Q13257, O43929, Q9UBD5, Q92793, P06493, Q9NZH5, P61812, O60566, P61981, P50613, P78527, Q13547, Q13315, P27348, P33981, P24522, P62877, P49736, P01106, P30281, P12004, P63104, O43684, O43683, Q09472, P78396, O96017, P24941, P25205, P33993, P33992, P33991, Q15796, Q13535, Q13485, P55273, P11802, Q04917, P30291"	2604	124	6910	1.583605867	3.31E-04	5.17E-06	0.001487353
KEGG_PATHWAY	hsa04730:Long-term depression	41	0.795035873569905	4.60E-06	"Q86XP0, P05019, Q14573, Q03113, P62714, P17252, Q9NQ66, O96001, P30154, P30153, Q01970, Q02750, O00555, P10398, Q02153, P42262, P04899, P29475, P28482, P36507, P19086, P29992, P15056, Q9UP65, P07948, P08754, Q5JWF2, P05129, P50148, P27361, P05771, Q13976, P47712, P42261, P04049, P08069, Q14344, P09471, P67775, P01116, P01112"	2604	60	6910	1.813300051	0.001364705	2.10E-05	0.00613485
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	49	0.9501648245103742	5.30E-06	"P26717, P30447, P01892, P30504, P30505, P20036, P30443, P26715, P01911, P61769, P11142, P61289, P30457, P30455, Q860B5, Q13241, P30508, P30450, P13747, P16188, Q06323, P04439, P01889, Q13952, P17693, P01903, P04233, P08238, P01906, P30464, P01891, P10321, Q31612, P30460, P30461, Q14954, P01732, P34932, P34931, Q07000, P30480, P01730, P27797, P43630, P01375, P43631, P07711, P43632, Q03519, Q03518, P07900, P03989, P17066, P43629, P30101, P33076, P27824, Q9UL46, P43627, P43628, P43626, P30685, P07858, P54652, Q99706, P10966, O15533, P01920, P30481, P23511"	2604	76	6910	1.710880023	0.00157285	2.38E-05	0.007071245
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	60	1.1634671320535195	6.93E-06	"Q14573, P12931, Q01970, P11142, P27986, P62993, Q92569, O43889, P17612, P36507, P29353, P98077, Q07889, P05412, Q92731, P08238, Q92529, Q07890, O00459, Q99075, P34931, Q02790, Q9NQ66, Q02750, Q92806, Q13451, P04899, P62158, Q9Y243, P07900, P48051, P14625, P29474, P31751, P28482, P01100, P17066, P08754, Q5JWF2, P48549, P48544, P18848, Q8WYR1, P54652, P15336, P50148, P27361, Q05655, P40145, P04049, P03372, P42338, P09471, P08253, P42336, P01116, P08047, P00533, P31749, P01112"	2604	99	6910	1.608248382	0.002055887	3.07E-05	0.009245023
KEGG_PATHWAY	hsa04912:GnRH signaling pathway	56	1.0859026565832848	7.84E-06	"Q14573, P12931, P19419, Q14289, P53778, Q01970, O43555, P53779, P62993, Q9UQM7, Q15759, P17612, P36507, P50281, O15264, P29992, Q9UP65, Q9Y6R4, P05771, Q07889, P47712, P05412, Q13393, Q13555, P45984, P45985, Q07890, Q13554, Q16539, Q13557, P45983, Q99075, Q86XP0, P60953, P17252, Q9NQ66, Q02750, Q13164, P62158, P28482, P46734, Q5JWF2, P18848, Q13233, P50148, P27361, Q05655, O14939, P40145, P04049, P08253, P01116, O14733, P00533, Q99759, P01112"	2604	91	6910	1.632990665	0.002324508	3.42E-05	0.010454318
KEGG_PATHWAY	hsa04145:Phagosome	85	1.6482451037424861	8.99E-06	"P07437, P04350, Q71U36, P30447, P01892, P20036, P30443, P21757, O00206, P01911, P38606, Q9BQE3, Q15075, Q5KU26, P31146, P05556, Q96NA2, P31995, P31994, P11279, P01889, P20645, P01903, Q9BXN2, P01906, P01891, O60603, P10321, Q9Y6G9, O15400, P13473, P14598, P61020, Q8WTV0, P06756, Q13509, P27824, P30685, Q9BV28, P63261, Q9H9S3, P01920, Q16864, P08648, P30504, P30505, P60709, P68371, P18084, P68366, P30457, P30455, Q860B5, P30508, P30450, P13747, P36543, Q9BUF5, P16188, P08637, P02786, P04439, P68363, Q96AH8, O43237, P21283, P05107, P05106, P15313, P61619, P63000, P17693, P04839, Q9Y5S8, P13498, Q8NEB9, Q86Y82, P30464, P30460, Q31612, P30461, Q07000, P30480, Q15836, P27797, P07711, Q03519, Q03518, O14964, Q93050, P03989, P29475, P07996, O75348, P27449, Q9UI12, P51149, P51148, P20339, O75396, Q13748, Q9Y2I7, P60468, Q14204, P30481, P16671, Q13885, Q9H2X3"	2604	153	6910	1.474227684	0.002667942	3.87E-05	0.012000862
KEGG_PATHWAY	hsa04611:Platelet activation	74	1.4349427961993406	1.21E-05	"Q14573, P12931, P60709, P53778, Q01970, Q02153, Q06187, P62136, P27986, Q92569, Q9BV40, P16885, Q15759, P17612, P23219, Q7LDG7, O15264, Q9UP65, O00161, P05556, Q9Y490, Q7Z5R6, Q13464, P05106, P47712, P08123, O14950, Q14344, P21731, P61586, Q9H1R3, P04275, O00459, Q16539, P25116, Q86UX7, Q86XP0, Q92888, P36873, Q9NQ66, Q9NZN5, P04899, Q96RI0, P19105, P43119, Q9Y243, Q13094, P41743, P29474, P31751, P43405, P28482, P06241, Q9NRY4, P62834, P07948, P61224, P08754, Q5JWF2, P02671, Q8WYR1, P50148, P27361, Q13976, O14974, P40145, Q15746, P50552, P42338, P42336, O75116, P63261, P31749, Q05513"	2604	130	6910	1.510516365	0.003579293	5.12E-05	0.016107298
KEGG_PATHWAY	hsa04530:Tight junction	77	1.4931161528020167	1.46E-05	"P63151, P62714, P12931, P16989, P62070, Q9NYL2, P30154, P30153, P60709, P35221, P11171, O43491, Q02156, P55196, Q9Y2T4, Q8N3R9, Q16625, Q9Y5I7, P56880, O95832, Q00005, O43707, Q9H4G0, Q13796, P05771, P35579, P12882, O14950, Q9BYG5, P35580, P67775, P61586, P60484, P24723, O60645, P19784, Q96A65, P60953, Q96QZ7, P51153, P17252, O95049, P67870, Q9UDY2, Q5TCQ9, P68400, P35222, P04899, P35609, Q8TEW0, P12814, O15551, Q9Y243, P19105, P41743, Q9Y2J2, P31751, Q86UL8, P07947, Q9BUA6, Q07157, P08754, Q9P0L0, Q08043, P05129, O14936, Q05655, Q02045, P11802, P63261, P10301, P01116, P11055, P31749, P01112, Q14247, Q05513"	2604	137	6910	1.491444942	0.0043129	6.09E-05	0.019415451
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	29	0.5623424471592011	1.51E-05	"P05019, P17252, P31947, P48048, P35568, P27986, O15530, Q92569, P37088, P28482, P01308, P06213, Q13733, P05023, P05026, Q8WYR1, P05129, P54709, P27361, P05771, O00141, Q15599, P42338, Q96PU5, P08235, P42336, O00459, P01116, P51170"	2604	39	6910	1.973197054	0.004480285	6.24E-05	0.020170591
KEGG_PATHWAY	hsa04720:Long-term potentiation	43	0.8338181113050224	1.56E-05	"Q14573, P36873, P17252, Q15349, Q9NQ66, Q05586, Q08209, Q92793, Q01970, Q02750, P10398, P42262, Q12879, O95398, Q59EW6, P62136, P62158, O15399, Q9UQM7, P28482, P17612, P36507, P61224, P62834, P15056, P18848, Q09472, P51812, P48454, P05129, P50148, P27361, P05771, P40145, P42261, Q15418, P04049, Q9UK32, Q13555, Q13224, P01116, Q13554, Q13557, P01112"	2604	66	6910	1.728867011	0.004621662	6.35E-05	0.020808489
KEGG_PATHWAY	hsa05416:Viral myocarditis	38	0.736862516967229	2.61E-05	"P24385, P30447, P30504, P01892, P30505, P20036, P60709, P30443, Q03135, P01911, P15153, P30457, P30455, Q860B5, P08174, P30508, P30450, P13747, P16188, P55211, Q14790, P05362, Q04637, P04439, P00519, P05107, P01889, P63000, P01903, P17693, P01906, P20701, P30464, P01891, P55957, P10321, P30460, Q31612, P30461, Q07000, P30480, O43432, P42081, P42684, P03989, P06241, P29965, Q14118, P10747, P25942, P30685, P99999, Q13326, P63261, P01920, P30481, P42574, P11532, P78344"	2604	57	6910	1.769073221	0.007720543	1.05E-04	0.034812579
KEGG_PATHWAY	hsa04120:Ubiquitin mediated proteolysis	76	1.473725033934458	3.07E-05	"P51965, Q15369, Q9NR09, P60604, Q13042, Q9HAU4, Q12834, Q14669, O60291, Q93034, O15524, P61077, Q86TM6, O00308, Q00987, P61081, Q15370, Q712K3, Q9UK22, Q14139, Q13616, O95071, Q9Y2X8, Q13617, Q13618, Q13619, Q15386, Q9UBT2, Q96J02, O75928, Q9H0M0, P22314, Q13191, P40337, P46934, Q8N2K1, Q96LR5, Q13620, Q96PU5, P62253, P98170, P62256, O95155, O75925, Q13049, O14543, P51668, P62837, Q9Y297, P22681, Q13489, Q9Y385, Q13356, Q8WVN8, Q9HCE7, Q13490, Q96PM5, P38398, P62877, Q9Y4K3, P63279, Q05086, Q13233, A0AVT1, O43918, O60260, P61088, Q9UBE0, P61086, Q96B02, P49427, Q5VVX9, Q9ULV8, Q16763, Q7KZS0, Q9UNE7, P29590"	2604	137	6910	1.472075527	0.009084666	1.22E-04	0.040990405
KEGG_PATHWAY	hsa04930:Type II diabetes mellitus	33	0.6399069226294357	4.16E-05	"O14920, P01375, O00555, P53779, P35568, O15524, Q02156, P27986, P11168, Q8WXH5, Q92569, P28482, O14654, P01308, P06213, P42345, Q8WYR1, P27361, Q05655, P19367, Q14654, Q9Y4H2, P14672, P42338, Q8NHW3, P42336, P45984, P14618, O00459, O14508, O14543, P45983, Q05513"	2604	48	6910	1.824356759	0.012280491	1.63E-04	0.055495488
KEGG_PATHWAY	hsa04622:RIG-I-like receptor signaling pathway	44	0.8532092301725809	4.38E-05	"Q9UHD2, P01569, O14920, O00571, P01375, Q14164, O94817, P53778, P53779, Q92844, Q92985, O15111, O43318, Q13546, Q15759, Q13526, Q13158, Q9H1Y0, Q9BYX4, P05161, Q9Y4K3, Q9Y6K9, Q13114, O15264, P05000, Q13233, Q14790, Q15653, P25963, P19838, Q12933, Q92851, Q96C10, Q14653, Q7Z434, O95786, Q15628, P45984, Q04206, Q86UT6, Q16539, P05015, P32881, P45983"	2604	70	6910	1.667983322	0.012916643	1.69E-04	0.058388178
KEGG_PATHWAY	hsa05140:Leishmaniasis	44	0.8532092301725809	7.09E-05	"Q99836, P42224, Q9NWZ3, P19419, P20036, O00206, P01375, P53778, P49006, P14598, P35228, P61812, P01911, O43318, P29350, O60674, P51617, Q15759, P28482, P01100, Q9Y4K3, O15264, P08637, P23458, P05556, Q15653, P25963, P35354, P27361, P19838, Q15750, P05107, P01903, P05412, P01906, P13498, P01920, Q04206, O60603, Q16539, Q9NYJ8, P01137, P01584, P13612"	2604	71	6910	1.6444906	0.020829836	2.70E-04	0.094520383
KEGG_PATHWAY	hsa05120:Epithelial cell signaling in Helicobacter pylori infection	42	0.8144269924374636	7.44E-05	"Q16864, P12931, P60953, Q99558, O14920, P08581, P41240, P53778, P53779, P25025, O15111, Q93050, P38606, P16885, Q06124, Q15759, Q9Y2X7, P36543, Q9Y6K9, O15264, P07948, Q07157, O75348, Q13153, P25963, P19174, P27449, Q9UI12, P19838, P21283, P15313, P63000, P78536, P05412, Q04206, P45984, P45985, P42574, Q16539, P00533, Q99075, P45983"	2604	67	6910	1.663456909	0.021862436	2.80E-04	0.099255866
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	96	1.8615474112856312	1.11E-04	"P02776, P42224, P12931, Q14289, Q01970, P61073, P52333, P27986, P62993, Q92569, Q16627, P15153, P17612, Q7LDG7, Q9HAV0, P29353, P25098, O00401, P15056, P98077, Q13153, O00626, P49841, P25963, P52735, Q13464, Q96D37, Q07889, O43524, P63000, Q08881, P48061, Q13009, P32121, P15498, Q92529, P61586, Q04206, Q07890, O00459, P49407, O95715, P60953, Q15835, Q9NQ66, O14920, Q02750, P14598, P59768, P04899, P25025, Q8TEW0, O15111, Q92583, Q9Y243, Q9UBI6, P56945, Q9UKW4, P46109, P62873, O60674, P62879, P51692, P31751, P28482, P08631, P09769, Q9Y6K9, P46108, P62834, P61224, P07948, P08754, O14775, P43250, P42768, Q8WYR1, Q15653, P27361, P19838, Q05655, P34947, P40145, Q99616, P04049, P51681, P42338, P49023, Q05397, P42336, Q9Y258, O75116, P01116, P40763, P31749, P01112, Q05513"	2604	186	6910	1.369605074	0.032363077	4.11E-04	0.147684588
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	101	1.9585030056234247	1.29E-04	"P30542, P62070, P53779, P42262, O95398, P55196, O15399, P15153, Q9UQM7, P08172, P36507, P15056, P43220, Q16281, Q8WZA2, Q13153, P23634, P25963, Q13464, Q92736, P42261, Q13009, P61586, Q04206, Q13555, P45984, Q13554, Q15067, Q13557, P45983, Q05586, Q92793, Q02750, P13569, Q9Y243, Q9UKW4, P30874, P31751, P28482, P01100, P62834, P61224, P08754, Q5JWF2, Q9P212, Q13639, P30559, P27361, P25101, O14939, Q13635, P04049, P07550, P42338, Q07343, P42336, P23945, O75116, P10301, Q13224, P31749, P23560, Q12879, Q59EW6, P62136, P27986, P41587, Q92569, O43889, P17612, Q07869, P05023, P05026, P52735, Q08499, Q96D37, Q05469, P63000, P05412, Q13393, P15498, P03971, P11229, O00459, P25116, P36873, P08588, P29274, P04899, P62158, O15439, Q13733, P43116, P30939, Q09472, Q8WYR1, P54709, P19634, P19838, O14974, P40145, Q9UL51, Q01718"	2604	198	6910	1.353609055	0.037528044	4.72E-04	0.171689755
KEGG_PATHWAY	hsa03050:Proteasome	30	0.5817335660267597	1.30E-04	"P35998, P43686, P48556, P25788, Q13200, O43242, P25786, Q14997, Q99460, Q92530, P20618, P28062, P61289, P17980, P55036, P28065, P28066, Q9UL46, Q06323, Q5QPM7, P28072, P28070, O14818, Q9UNM6, Q15008, P62333, P60900, O00231, P49721, P49720, P62191"	2604	44	6910	1.80927943	0.037955376	4.72E-04	0.17368137
KEGG_PATHWAY	hsa05219:Bladder cancer	28	0.5429513282916424	2.27E-04	"P24385, P12931, Q02750, P42771, P10398, P12830, Q00987, P04626, P53355, P28482, P38936, P01106, P36507, P07996, P15056, P06400, P27361, Q9UIK4, P04637, P04049, P08253, P11802, P15692, P01133, P01116, P00533, Q99075, P01112"	2604	41	6910	1.812221348	0.065203821	8.12E-04	0.302452222
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	35	0.678689160364553	2.29E-04	"P29466, Q15654, O14920, Q13489, P01375, P53778, P53779, O15111, O43318, P07900, Q13490, P14625, Q15759, P28482, O43586, Q9Y6K9, Q9Y4K3, O15264, Q9C000, Q14790, Q15653, P25963, O43353, P27361, P19838, Q15750, Q96RT1, Q9H257, P08238, P45984, Q04206, Q16539, Q9NYJ8, P01584, P45983"	2604	55	6910	1.688660802	0.065886076	8.11E-04	0.305722224
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	69	1.3379872018615475	2.38E-04	"Q14573, P63151, P62714, P30154, P30153, Q08209, P21964, Q01970, P53778, P53779, P42262, Q12879, Q59EW6, P62136, Q9Y2T4, P07101, O43889, Q9UQM7, Q15759, Q00005, P17612, Q9HAV0, O15264, P49841, P05771, O60282, P42261, P67775, Q13555, P45984, Q13554, Q16539, Q16537, Q13557, P45983, P36873, P17252, Q9NQ66, O00555, Q92806, P59768, P04899, P62158, Q9UBI6, Q9Y243, P33176, Q13362, P62873, P48051, P62879, P31751, P01100, P08754, Q5JWF2, O14775, P48549, P48544, P18848, P48454, P05129, P15336, P50148, Q06190, Q12840, Q15173, P09471, Q13224, P35462, P21917, P31749"	2604	128	6910	1.43046155	0.068258743	8.31E-04	0.317112038
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	79	1.531898390537134	2.81E-04	"P24385, Q9ULV1, P36894, Q7L9L4, P63151, P36897, P62714, O15169, P30154, P30153, P60709, Q15797, P35221, P31946, P84022, Q4VCS5, P48730, P62136, Q9Y2T4, Q8N3R9, P15514, P12830, O95835, Q13467, P25054, Q02363, P05121, P41134, Q00005, Q9UGP4, Q9H8S9, P48431, O43623, P49841, P46937, P05107, Q9BYG5, P37173, Q13625, P62258, P03971, P67775, O14641, O14640, P01137, Q12959, P36873, Q14160, Q9Y297, Q92796, P41221, P29279, P61812, P35222, P61981, Q8TEW0, Q9NRM7, P27348, P41743, P49674, P01106, Q13873, O00755, P30281, P63104, P78352, P56705, P28347, Q92997, O15392, Q15796, P35240, P18075, O00238, Q13485, P63261, Q04917, P02771, Q05513"	2604	151	6910	1.388312428	0.080200993	9.72E-04	0.374863878
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease (NAFLD)	79	1.531898390537134	2.81E-04	"P53779, O00483, P35568, O43181, O95168, P27986, P36956, Q92569, Q99683, P01308, P06213, P48357, Q07869, P55210, Q96J02, P22695, O43521, P08574, Q96A54, Q14790, P49841, Q9P0J0, Q9UH92, O00217, Q16584, Q96KJ9, P63000, P48023, P19438, P13073, P05412, Q02221, Q07812, P28331, Q04206, P45984, O00459, P55957, P01137, O14543, P45983, P01584, O43676, P60953, O14920, P01375, O75438, O43678, P08887, Q9Y243, P31040, P31751, P00403, O75380, Q16795, Q9Y478, O95182, Q13131, Q13133, P19793, P49821, O75489, Q8WYR1, P18848, O95139, P19838, Q12933, Q86V24, P99999, Q9Y4H2, P42338, P42336, P25445, Q16718, P42574, P05198, O75251, O75306, P31749"	2604	151	6910	1.388312428	0.080200993	9.72E-04	0.374863878
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	50	0.9695559433779329	2.90E-04	"P05019, Q13042, P53778, P53779, P10398, Q8WWL7, P53350, P27986, Q92569, Q15759, P30304, P01308, P17612, Q99640, O15264, P30307, P15056, P06401, P20248, Q15418, P08069, P08238, Q9UK32, P45984, Q16539, O00459, P45983, Q13257, Q15349, Q02750, P06493, P04899, Q9Y243, P07900, P31751, P28482, P08754, O43683, Q8WYR1, P51812, P78396, P27361, P24941, P40145, P04049, Q9BZB8, P42338, P42336, P01116, P31749"	2604	87	6910	1.525063121	0.082544048	9.90E-04	0.386278706
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	48	0.9307737056428156	4.69E-04	"O95405, P36894, P36897, P36896, P62714, Q9HAU4, P23443, Q13145, P30154, P30153, P01375, Q92793, Q15797, Q99717, P61812, P84022, P42772, Q9HCE7, Q04771, P62877, Q02363, P28482, P41134, Q13616, P01106, Q13873, P07996, O15198, Q09472, Q13464, Q7Z3T8, P27361, Q15583, P47928, P07585, Q15796, P37173, O00238, P18075, P03971, Q13485, P67775, P61586, Q13705, P08047, Q9H2X0, Q9UBS0, P01137"	2604	84	6910	1.516348475	0.13017574	0.001583564	0.624575095
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	54	1.0471204188481675	6.43E-04	"Q14573, P05019, P12931, P53778, Q01970, P53779, P62136, Q02156, P14778, P27986, Q92569, P16885, Q9UQM7, Q15759, P17612, O15264, Q9UP65, Q7Z2W7, Q9NPH3, P05771, P47712, Q13555, P45984, Q13554, Q16539, O00459, P28335, P24723, Q13557, P45983, P01584, P01138, Q8NER1, Q86XP0, P35408, P36873, P17252, Q9NQ66, P62158, Q9HBA0, P04629, P43116, P46734, Q5JWF2, Q8WYR1, P05129, P19174, P50148, Q05655, P41231, P40145, P42338, P42336, P55085"	2604	98	6910	1.462193172	0.173943183	0.002144795	0.854793341
KEGG_PATHWAY	hsa05132:Salmonella infection	47	0.9113825867752569	7.13E-04	"P29466, Q9Y6G9, Q99836, P60953, Q9H0B6, P60709, O00206, P53778, P35228, P53779, P07737, P18428, Q15759, P28482, P01100, O15264, Q07157, O00401, Q07866, Q9BPX5, P42768, Q96NA2, O15144, O15145, O15143, Q13464, P21333, Q96AH8, P27361, O43237, O15511, Q9NSK0, P19838, P51149, O75369, P63000, Q14315, P05412, Q14204, Q04206, P63261, P45984, O75116, P35080, Q16539, P45983, P01584"	2604	83	6910	1.502646531	0.190866761	0.002350474	0.946948855
