EntrezID	Uniprot ID	Gene	hsa04010: MAPK signaling pathway	hsa04066: HIF-1 signaling pathway	hsa05164: Influenza A	hsa04510: Focal adhesion	hsa04310: Wnt signaling pathway	hsa04151: PI3K-Akt signaling pathway	hsa04068: FoxO signaling pathway	hsa04014: Ras signaling pathway	hsa04015: Rap1 signaling pathway
6812	P61764	STXBP1									
6817	P50225	SULT1A1									
6818	P0DMM9	SULT1A3									
6839	O43463	SUV39H1									
6844	P63027	VAMP2									
6845	P51809	VAMP7									
6850	P43405	SYK						PI3K-Akt signaling			
6857	P21579	SYT1									
6865	P21452	TACR2									
6868	P78536	ADAM17									
6869	P25103	TACR1									
6870	P29371	TACR3									
6872	P21675	TAF1									
6878	P49848	TAF6									
6880	Q16594	TAF9									
6882	Q15544	TAF11									
6885	O43318	MAP3K7	MAPK signaling				Wnt signaling				
6888	P37837	TALDO1									
6890	Q03518	TAP1									
6891	Q03519	TAP2									
6892	O15533	TAPBP									
6897	P26639	TARS									
6900	Q02246	CNTN2									
6915	P21731	TBXA2R									
6921	Q15369	ELOC		HIF-1 signaling							
6923	Q15370	ELOB		HIF-1 signaling							
6927	P20823	HNF1A									
6929	P15923	TCF3									
6945	Q9UH92	MLX									
6948	P20062	TCN2									
6949	Q13428	TCOF1									
7003	P28347	TEAD1									
7010	Q02763	TEK		HIF-1 signaling				PI3K-Akt signaling		Ras signaling	Rap1 signaling
7015	O14746	TERT									
7018	P02787	TF		HIF-1 signaling							
7035	P10646	TFPI									
7037	P02786	TFRC		HIF-1 signaling							
7039	P01135	TGFA									
7040	P01137	TGFB1	MAPK signaling						FoxO signaling		
7042	P61812	TGFB2	MAPK signaling						FoxO signaling		
7046	P36897	TGFBR1	MAPK signaling						FoxO signaling		
7048	P37173	TGFBR2	MAPK signaling						FoxO signaling		
7050	Q15583	TGIF1									
7052	P21980	TGM2									
7054	P07101	TH									
7057	P07996	THBS1				Focal adhesion		PI3K-Akt signaling			Rap1 signaling
7064	P52888	THOP1									
7067	P10827	THRA									
7068	P10828	THRB									
7074	Q13009	TIAM1								Ras signaling	Rap1 signaling
7082	Q07157	TJP1									
7083	P04183	TK1									
7086	P29401	TKT									
7094	Q9Y490	TLN1				Focal adhesion					Rap1 signaling
7096	Q15399	TLR1									
7097	O60603	TLR2						PI3K-Akt signaling			
7098	O15455	TLR3			Influenza A Signaling						
7099	O00206	TLR4		HIF-1 signaling	Influenza A Signaling			PI3K-Akt signaling			
7124	P01375	TNF	MAPK signaling		Influenza A Signaling						
7132	P19438	TNFRSF1A	MAPK signaling		Influenza A Signaling						
7133	P20333	TNFRSF1B									
7139	P45379	TNNT2									
7148	P22105	TNXB				Focal adhesion		PI3K-Akt signaling			
7153	P11388	TOP2A									
7157	P04637	TP53	MAPK signaling				Wnt signaling	PI3K-Akt signaling			
7159	Q13625	TP53BP2									
7166	P17752	TPH1									
7167	P60174	TPI1									
7168	P09493	TPM1									
7169	P07951	TPM2									
7170	P06753	TPM3									
7171	P67936	TPM4									
7172	P51580	TPMT									
7175	P12270	TPR									
7184	P14625	HSP90B1						PI3K-Akt signaling			
7185	Q13077	TRAF1									
7186	Q12933	TRAF2	MAPK signaling								
7187	Q13114	TRAF3									
7189	Q9Y4K3	TRAF6	MAPK signaling								
7201	P34981	TRHR									
7205	Q15654	TRIP6									
7220	P48995	TRPC1									
7222	Q13507	TRPC3									
7225	Q9Y210	TRPC6									
7248	Q92574	TSC1						PI3K-Akt signaling			
7249	P49815	TSC2						PI3K-Akt signaling			
7251	Q99816	TSG101									
7272	P33981	TTK									
7273	Q8WZ42	TTN									
7276	P02766	TTR									
7277	P68366	TUBA4A									
7278	Q13748	TUBA3C									
7280	Q13885	TUBB2A									
7294	P42681	TXK									
7296	Q16881	TXNRD1									
7297	P29597	TYK2			Influenza A Signaling						
7298	P04818	TYMS									
7306	P17643	TYRP1									
7307	Q01081	U2AF1									
7311	P62987	UBA52									
7314	P0CG47	UBB									
7316	P0CG48	UBC									
7317	P22314	UBA1									
7321	P51668	UBE2D1									
7322	P62837	UBE2D2									
7323	P61077	UBE2D3									
7324	P51965	UBE2E1									
7325	Q96LR5	UBE2E2									
7326	P62253	UBE2G1									
7327	P60604	UBE2G2									
7328	P62256	UBE2H									
7329	P63279	UBE2I									
7334	P61088	UBE2N									
7337	Q05086	UBE3A									
7341	P63165	SUMO1									
7345	P09936	UCHL1									
7353	Q92890	UFD1L									
7357	Q16739	UGCG									
7358	O60701	UGDH									
7373	Q05707	COL14A1									
7374	P13051	UNG									
7376	P55055	NR1H2									
7385	P22695	UQCRC2									
7389	P06132	UROD									
7398	O94782	USP1									
7407	P26640	VARS									
7408	P50552	VASP				Focal adhesion					Rap1 signaling
7409	P15498	VAV1				Focal adhesion					
7410	P52735	VAV2				Focal adhesion					Rap1 signaling
7412	P19320	VCAM1									
7414	P18206	VCL				Focal adhesion					
7415	P55072	VCP									
7416	P21796	VDAC1			Influenza A Signaling						
7417	P45880	VDAC2									
7419	Q9Y277	VDAC3									
7421	P11473	VDR									
7422	P15692	VEGFA		HIF-1 signaling		Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
7423	P49765	VEGFB				Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
7428	P40337	VHL		HIF-1 signaling							
7430	P15311	EZR									
7431	P08670	VIM									
7433	P32241	VIPR1									
7434	P41587	VIPR2									
7442	Q8NER1	TRPV1									
7448	P04004	VTN				Focal adhesion		PI3K-Akt signaling			
7450	P04275	VWF				Focal adhesion		PI3K-Akt signaling			
7453	P23381	WARS									
7454	P42768	WAS									
7465	P30291	WEE1									
7468	O96028	NSD2									
7474	P41221	WNT5A					Wnt signaling				
7476	O00755	WNT7A					Wnt signaling				
7514	O14980	XPO1			Influenza A Signaling						
7518	Q13426	XRCC4									
7520	P13010	XRCC5									
7525	P07947	YES1									
7529	P31946	YWHAB						PI3K-Akt signaling			
7531	P62258	YWHAE						PI3K-Akt signaling			
7532	P61981	YWHAG						PI3K-Akt signaling			
7533	Q04917	YWHAH						PI3K-Akt signaling			
7534	P63104	YWHAZ						PI3K-Akt signaling			
7535	P43403	ZAP70								Ras signaling	
7538	P26651	ZFP36									
7786	Q12852	MAP3K12	MAPK signaling								
7791	Q15942	ZYX				Focal adhesion					
7799	Q13029	PRDM2									
7802	O14645	DNALI1									
7805	Q13571	LAPTM5									
7841	Q13724	MOGS									
7846	Q71U36	TUBA1A									
7852	P61073	CXCR4									
7855	Q13467	FZD5					Wnt signaling				
7867	Q16644	MAPKAPK3	MAPK signaling								
7874	Q93009	USP7							FoxO signaling		
7879	P51149	RAB7A									
7919	Q13838	DDX39B			Influenza A Signaling						
8027	Q92783	STAM									
8029	O60494	CUBN									
8036	Q9UQ13	SHOC2								Ras signaling	
8065	Q93034	CUL5									
8120	Q13367	AP3B2									
8175	Q15428	SF3A2									
8202	Q9Y6Q9	NCOA3									
8218	P53675	CLTCL1									
8290	Q16695	HIST3H3									
8294	P62805	HIST1H4I									
8312	O15169	AXIN1					Wnt signaling				
8315	Q7Z569	BRAP								Ras signaling	
8317	O00311	CDC7									
8322	Q9ULV1	FZD4					Wnt signaling				
8329	P0C0S8	HIST1H2AI									
8330	P0C0S8	HIST1H2AK									
8332	P0C0S8	HIST1H2AL									
8335	P04908	HIST1H2AB									
8336	P0C0S8	HIST1H2AM									
8337	Q6FI13	HIST2H2AA3									
8342	Q99879	HIST1H2BM									
8348	P23527	HIST1H2BO									
8349	Q16778	HIST2H2BE									
8350	P68431	HIST1H3A									
8351	P68431	HIST1H3D									
8352	P68431	HIST1H3C									
8353	P68431	HIST1H3E									
8354	P68431	HIST1H3I									
8355	P68431	HIST1H3G									
8356	P68431	HIST1H3J									
8357	P68431	HIST1H3H									
8358	P68431	HIST1H3B									
8359	P62805	HIST1H4A									
8360	P62805	HIST1H4D									
8361	P62805	HIST1H4F									
8362	P62805	HIST1H4K									
8363	P62805	HIST1H4J									
8364	P62805	HIST1H4C									
8365	P62805	HIST1H4H									
8366	P62805	HIST1H4B									
8367	P62805	HIST1H4E									
8368	P62805	HIST1H4L									
8370	P62805	HIST2H4A									
8394	Q99755	PIP5K1A									
8408	O75385	ULK1									
8411	Q15075	EEA1									
8417	O15400	STX7									
8440	O43639	NCK2									
8449	O60231	DHX16									
8450	Q13620	CUL4B									
8451	Q13619	CUL4A									
8452	Q13618	CUL3									
8453	Q13617	CUL2		HIF-1 signaling							
8454	Q13616	CUL1					Wnt signaling				
8471	O14654	IRS4							FoxO signaling		
8473	O15294	OGT									
8503	Q92569	PIK3R3		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
8506	P78357	CNTNAP1									
8517	Q9Y6K9	IKBKG	MAPK signaling					PI3K-Akt signaling		Ras signaling	
8525	Q13574	DGKZ									
8526	P52429	DGKE									
8527	Q16760	DGKD									
8529	P78329	CYP4F2									
8531	P16989	YBX3									
8536	Q14012	CAMK1									
8540	O00116	AGPS									
8542	O14791	APOL1									
8546	O00203	AP3B1									
8550	Q8IW41	MAPKAPK5	MAPK signaling								
8554	O75925	PIAS1									
8560	O15121	DEGS1									
8565	P54577	YARS									
8569	Q9BUB5	MKNK1	MAPK signaling	HIF-1 signaling							
8573	O14936	CASK									
8574	O43488	AKR7A2									
8600	O14788	TNFSF11									
8605	Q9UP65	PLA2G4C	MAPK signaling							Ras signaling	
8607	Q9Y265	RUVBL1					Wnt signaling				
8613	O14495	PLPP3									
8631	Q86WV1	SKAP1									Rap1 signaling
8643	Q9Y6C5	PTCH2									
8645	O95279	KCNK5									
8646	Q9H2X0	CHRD									
8648	Q15788	NCOA1									
8649	Q9UHA4	LAMTOR3	MAPK signaling								
8650	P49757	NUMB									
8651	O15524	SOCS1									
8655	P63167	DYNLL1									
8659	P30038	ALDH4A1									
8660	Q9Y4H2	IRS2							FoxO signaling		
8661	Q14152	EIF3A									
8662	P55884	EIF3B									
8663	Q99613	EIF3C									
8664	O15371	EIF3D									
8665	O00303	EIF3F									
8666	O75821	EIF3G									
8667	O15372	EIF3H									
8668	Q13347	EIF3I									
8672	O43432	EIF4G3									
8673	Q9BV40	VAMP8									
8674	O75379	VAMP4									
8675	O14662	STX16									
8676	O75558	STX11									
8677	O60499	STX10									
8678	Q14457	BECN1									
8683	Q13242	SRSF9									
8694	O75907	DGAT1									
8717	Q15628	TRADD									
8718	Q93038	TNFRSF25									
8723	O95219	SNX4									
8724	O60493	SNX3									
8729	Q92538	GBF1									
8737	Q13546	RIPK1									
8740	O43557	TNFSF14									
8741	O75888	TNFSF13									
8760	O95674	CDS2									
8761	Q13310	PABPC4									
8764	Q92956	TNFRSF14									
8766	P62491	RAB11A									
8767	O43353	RIPK2									
8772	Q13158	FADD									
8773	O00161	SNAP23									
8775	P54920	NAPA									
8792	Q9Y6Q6	TNFRSF11A									
8794	O14798	TNFRSF10C			Influenza A Signaling						
8795	O14763	TNFRSF10B			Influenza A Signaling						
8797	O00220	TNFRSF10A			Influenza A Signaling						
8807	O95256	IL18RAP									
8809	Q13478	IL18R1									
8813	O60762	DPM1									
8823	O43320	FGF16	MAPK signaling					PI3K-Akt signaling		Ras signaling	Rap1 signaling
8826	P46940	IQGAP1									
8829	O14786	NRP1									
8833	P49915	GMPS									
8835	O14508	SOCS2									
8837	O15519	CFLAR									
8841	O15379	HDAC3									
8844	Q8IVT5	KSR1								Ras signaling	
8850	Q92831	KAT2B									
8851	Q15078	CDK5R1									
8853	O43150	ASAP2									
8867	O43426	SYNJ1									
8877	Q9NYA1	SPHK1									
8878	Q13501	SQSTM1									
8879	O95470	SGPL1									
8881	Q13042	CDC16									
8883	Q13564	NAE1									
8891	Q9NR50	EIF2B3									
8892	P49770	EIF2B2									
8893	Q13144	EIF2B5									
8894	P20042	EIF2S2									
8896	P41223	BUD31									
8898	Q13614	MTMR2									
8900	P78396	CCNA1									
8905	P56377	AP1S2									
8906	O75843	AP1G2									
8907	Q9BXS5	AP1M1									
8908	O15488	GYG2									
8943	O14617	AP3D1									
8945	Q9Y297	BTRC					Wnt signaling				
8968	P68431	HIST1H3F									
8969	P0C0S8	HIST1H2AG									
8970	P06899	HIST1H2BJ									
8976	O00401	WASL									
8985	O60568	PLOD3									
8986	O75676	RPS6KA4	MAPK signaling								
8994	Q9UGP4	LIMD1									
9001	P54257	HAP1									
9002	Q96RI0	F2RL3									Rap1 signaling
9019	O95297	MPZL1									
9020	Q99558	MAP3K14	MAPK signaling								
9021	O14543	SOCS3			Influenza A Signaling						
9040	P61081	UBE2M									
9045	P50914	RPL14									
9047	Q9NP31	SH2D2A									
9051	O43586	PSTPIP1									
9060	O95340	PAPSS2									
9063	O75928	PIAS2									
9076	O95832	CLDN1									
9088	Q99640	PKMYT1									
9091	Q9BRB3	PIGQ									
9092	O43290	SART1									
9101	P40818	USP8									
9103	P31995	FCGR2C									
9110	Q9NYA4	MTMR4									
9113	O95835	LATS1									
9125	Q92600	CNOT9									
9126	Q9UQE7	SMC3									
9127	O15547	P2RX6									
9128	O43172	PRPF4									
9131	O95831	AIFM1									
9134	O96020	CCNE2						PI3K-Akt signaling			
9135	Q15276	RABEP1									
9138	Q92888	ARHGEF1									
9140	O94817	ATG12							FoxO signaling		
9146	O14964	HGS									
9162	O75912	DGKI									
9170	Q9HBW0	LPAR2						PI3K-Akt signaling			Rap1 signaling
9175	O43283	MAP3K13	MAPK signaling								
9179	O00189	AP4M1									
9181	Q92974	ARHGEF2									
9184	O43684	BUB3									
9218	Q9P0L0	VAPA									
9223	Q96QZ7	MAGI1									Rap1 signaling
9229	O14490	DLGAP1									
9230	Q15907	RAB11B									
9248	Q13585	GPR50									
9253	Q9Y6R0	NUMBL									
9261	P49137	MAPKAPK2	MAPK signaling								
9266	Q99418	CYTH2									
9267	Q15438	CYTH1									
9296	Q16864	ATP6V1F									
9306	O14544	SOCS6									
9314	O43474	KLF4									
9320	Q14669	TRIP12									
9322	Q15642	TRIP10									
9337	Q9UFF9	CNOT8									
9341	Q15836	VAMP3									
9342	O95721	SNAP29									
9343	Q15029	EFTUD2									
9349	P62829	RPL23									
9351	Q15599	SLC9A3R2									
9354	Q14139	UBE4A									
9372	O95405	ZFYVE9									
9373	Q9Y263	PLAA									
9402	O75791	GRAP2									
9410	Q96DI7	SNRNP40									
9414	Q9UDY2	TJP2									
9415	O95864	FADS2									
9446	P78417	GSTO1									
9454	Q9NSC5	HOMER3							FoxO signaling		
9455	Q9NSB8	HOMER2							FoxO signaling		
9459	Q15052	ARHGEF6									
9468	Q9Y5K3	PCYT1B									
9470	O60573	EIF4E2		HIF-1 signaling				PI3K-Akt signaling			
9474	Q9H1Y0	ATG5									
9475	O75116	ROCK2				Focal adhesion	Wnt signaling				
9479	Q9UQF2	MAPK8IP1	MAPK signaling								
9482	Q9UNK0	STX8									
9491	Q92530	PSMF1									
9493	Q02241	KIF23									
9513	P51116	FXR2									
9514	Q99999	GAL3ST1									
9516	Q99732	LITAF									
9519	P62380	TBPL1									
9524	Q9NZ01	TECR									
9525	O75351	VPS4B									
9527	O95249	GOSR1									
9532	O95816	BAG2									
9533	O15160	POLR1C									
9545	O95716	RAB3D									
9547	O95715	CXCL14									
9550	O75348	ATP6V1G1									
9554	O75396	SEC22B									
9555	O75367	H2AFY									
9559	O75436	VPS26A									
9564	P56945	BCAR1				Focal adhesion					Rap1 signaling
9570	O14653	GOSR2									
9572	P20393	NR1D1									
9588	P30041	PRDX6									
9601	P13667	PDIA4									
9610	Q13671	RIN1								Ras signaling	
9612	Q9Y618	NCOR2									
9615	Q9Y2T3	GDA									
9623	O95988	TCL1B						PI3K-Akt signaling			
9630	O95837	GNA14									
9631	O75694	NUP155									
9632	P53992	SEC24C									
9636	P05161	ISG15									
9641	Q14164	IKBKE			Influenza A Signaling						
9655	O75159	SOCS5									
9672	O75056	SDC3									
9675	O43156	TTI1									
9677	Q6PFW1	PPIP5K1									
9688	Q8N1F7	NUP93									
9690	Q15386	UBE3C									
9693	Q9Y4G8	RAPGEF2	MAPK signaling								Rap1 signaling
9709	Q15011	HERPUD1									
9722	O75052	NOS1AP									
9727	O75154	RAB11FIP3									
9732	Q8N1I0	DOCK4									Rap1 signaling
9741	Q15012	LAPTM4A									
9744	Q15027	ACAP1									
9748	Q9H2G2	SLK									
9757	Q9UMN6	KMT2B									
9759	P56524	HDAC4									
9765	Q7Z3T8	ZFYVE16									
9771	Q92565	RAPGEF5								Ras signaling	Rap1 signaling
9775	P38919	EIF4A3									
9776	O75143	ATG13									
9789	Q15005	SPCS2									
9798	P53990	IST1									
9801	P49406	MRPL19									
9815	Q14161	GIT2									
9826	O15085	ARHGEF11									
9829	O75061	DNAJC6									
9839	O60315	ZEB2									
9846	Q9UQC2	GAB2								Ras signaling	
9855	O94887	FARP2									Rap1 signaling
9861	Q15008	PSMD6									
9862	O75448	MED24									
9863	Q86UL8	MAGI2									Rap1 signaling
9871	O94855	SEC24D									
9883	Q96HA1	POM121									
9894	Q9Y4R8	TELO2									
9897	Q12768	WASHC5									
9900	Q7L0J3	SV2A									
9915	Q9HBZ2	ARNT2									
9922	Q6DN90	IQSEC1									
9924	Q504Q3	PAN2									
9926	Q92604	LPGAT1									
9939	Q9Y5S9	RBM8A									
9957	O14792	HS3ST1									
9968	Q93074	MED12									
9971	Q96RI1	NR1H4									
9972	P49790	NUP153									
9978	P62877	RBX1		HIF-1 signaling			Wnt signaling				
9997	O43819	SCO2									
10000	Q9Y243	AKT3	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
10007	P46926	GNPDA1									
10010	Q92844	TANK									
10013	Q9UBN7	HDAC6									
10014	Q9UQL6	HDAC5									
10015	Q8WUM4	PDCD6IP									
10018	O43521	BCL2L11						PI3K-Akt signaling	FoxO signaling		
10019	Q9UQQ2	SH2B3									
10039	Q9Y6F1	PARP3									
10053	Q9Y6Q5	AP1M2									
10054	Q9UBT2	UBA2									
10055	Q9UBE0	SAE1									
10056	Q9NSD9	FARSB									
10058	Q9NP58	ABCB6									
10062	Q13133	NR1H3									
10084	O60828	PQBP1									
10092	O15511	ARPC5									
10094	O15145	ARPC3									
10095	O15143	ARPC1B									
10105	P30405	PPIF									
10109	O15144	ARPC2									
10110	Q9HBY8	SGK2						PI3K-Akt signaling	FoxO signaling		
10130	Q15084	PDIA6									
10134	P51572	BCAP31									
10140	P50616	TOB1									
10189	Q86V81	ALYREF									
10193	Q9H4P4	RNF41									
10197	P61289	PSME3									
10201	O75414	NME6									
10209	P41567	EIF1									
10211	O75955	FLOT1									
10228	O43752	STX6									
10235	Q7LDG7	RASGRP2	MAPK signaling							Ras signaling	Rap1 signaling
10239	P59780	AP3S2									
10242	Q9Y691	KCNMB2									
10248	O75817	POP7									
10253	O43597	SPRY2									
10254	O75886	STAM2									
10257	O15439	ABCC4									
10269	O75844	ZMPSTE24									
10273	Q9UNE7	STUB1									
10277	O95155	UBE4B									
10282	O15155	BET1									
10288	Q8N423	LILRB2									
10291	Q15459	SF3A1									
10294	O60884	DNAJA2									
10298	O96013	PAK4				Focal adhesion				Ras signaling	
10313	O95197	RTN3									
10319	Q9Y6N6	LAMC3				Focal adhesion		PI3K-Akt signaling			
10325	Q5VZM2	RRAGB									
10332	Q9H2X3	CLEC4M									
10342	Q92734	TFG									
10344	Q9Y258	CCL26									
10352	Q9UGM6	WARS2									
10368	O60359	CACNG3	MAPK signaling								
10369	Q9Y698	CACNG2	MAPK signaling								
10376	P68363	TUBA1B									
10381	Q13509	TUBB3									
10382	P04350	TUBB4A									
10383	P68371	TUBB4B									
10399	P63244	RACK1									
10402	Q9Y274	ST3GAL6									
10411	O95398	RAPGEF3									Rap1 signaling
10413	P46937	YAP1									
10419	O14744	PRMT5									
10423	O14735	CDIPT									
10427	O95487	SEC24B									
10434	O75608	LYPLA1									
10436	Q92979	EMG1									
10438	Q13901	C1D									
10449	P42765	ACAA2									
10451	Q9UKW4	VAV3				Focal adhesion					
10452	O96008	TOMM40									
10454	Q15750	TAB1	MAPK signaling								
10455	O75521	ECI2									
10458	Q9UQB8	BAIAP2									
10465	O43447	PPIH									
10476	O75947	ATP5H									
10479	Q92581	SLC9A6									
10483	Q15437	SEC23B									
10484	Q15436	SEC23A									
10488	O43889	CREB3						PI3K-Akt signaling			
10490	Q9UEU0	VTI1B									
10498	Q86X55	CARM1									
10524	Q92993	KAT5									
10525	Q9Y4L1	HYOU1									
10528	O00567	NOP56									
10533	O95352	ATG7									
10540	Q13561	DCTN2									
10542	O43504	LAMTOR5									
10544	Q9UNN8	PROCR									
10557	P78345	RPP38									
10558	O15269	SPTLC1									
10565	Q9Y6D6	ARFGEF1									
10573	Q13084	MRPL28									
10580	Q9BX66	SORBS1									
10594	Q6P2Q9	PRPF8									
10603	O14492	SH2B2									
10606	P22234	PAICS									
10617	O95630	STAMBP									
10623	Q9BUI4	POLR3C									
10625	Q9Y6Y0	IVNS1ABP			Influenza A Signaling						
10627	P19105	MYL12A				Focal adhesion					
10632	O75964	ATP5L									
10636	O43566	RGS14									Rap1 signaling
10641	Q8WTW4	NPRL2									
10642	Q9NZI8	IGF2BP1									
10645	Q96RR4	CAMKK2									
10652	O15498	YKT6									
10671	O00399	DCTN6									
10672	Q14344	GNA13									
10673	Q9Y275	TNFSF13B									
10681	O14775	GNB5						PI3K-Akt signaling		Ras signaling	
10682	Q15125	EBP									
10686	Q9Y5I7	CLDN16									
10713	Q53GS9	USP39									
10714	Q15054	POLD3									
10728	Q15185	PTGES3									
10744	Q9NZH5	PTTG2									
10762	Q9UKX7	NUP50									
10767	Q9Y450	HBS1L									
10768	O43865	AHCYL1									
10769	Q9NYY3	PLK2							FoxO signaling		
10801	Q9UHD8	SEPT9									
10802	O95486	SEC24A									
10808	Q92598	HSPH1									
10813	Q9BVJ6	UTP14A									
10814	Q6PUV4	CPLX2									
10815	O14810	CPLX1									
10818	Q8WU20	FRS2									
10825	Q9UQ49	NEU3									
10842	O96001	PPP1R17									
10859	Q8NHL6	LILRB1									
10890	P61026	RAB10									
10891	Q9UBK2	PPARGC1A									
10892	Q9UDY8	MALT1									
10912	O95257	GADD45G	MAPK signaling						FoxO signaling		
10915	O14776	TCERG1									
10919	Q96KQ7	EHMT2									
10921	Q15287	RNPS1									
10928	Q15311	RALBP1								Ras signaling	
10929	Q9BRL6	SRSF8									
10938	Q9H4M9	EHD1									
10946	Q12874	SF3A3									
10952	P60468	SEC61B									
10956	Q13438	OS9									
10960	Q12907	LMAN2									
10961	P30040	ERP29									
10963	P31948	STIP1									
10970	Q07065	CKAP4									
10971	P27348	YWHAQ						PI3K-Akt signaling			
10978	Q92989	CLP1									
10992	Q13435	SF3B2									
11021	Q15286	RAB35									
11031	Q13636	RAB31									
11035	Q9Y572	RIPK3									
11051	O43809	NUDT21									
11052	Q16630	CPSF6									
11059	Q9H0M0	WWP1									
11060	O00308	WWP2									
11069	Q8WZA2	RAPGEF4									Rap1 signaling
11100	Q9BUJ2	HNRNPUL1			Influenza A Signaling						
11127	Q9Y496	KIF3A									
11128	O14802	POLR3A									
11140	Q16543	CDC37						PI3K-Akt signaling			
11151	P31146	CORO1A									
11154	Q9Y587	AP4S1									
11157	P62312	LSM6									
11164	Q9UKK9	NUDT5									
11171	Q9Y3F4	STRAP									
11184	Q92918	MAP4K1	MAPK signaling								
11194	Q9NUT2	ABCB8									
11200	O96017	CHEK2									
11201	Q9UNA4	POLI									
11213	Q9Y616	IRAK3									
11218	Q9UHI6	DDX20									
11221	Q9Y6W6	DUSP10	MAPK signaling								
11222	P09001	MRPL3									
11224	P42766	RPL35									
11231	Q9UGP8	SEC63									
11260	O43592	XPOT									
11267	Q96H20	SNF8									
11311	Q9NRW7	VPS45									
11313	O95372	LYPLA2									
11317	Q9UBG7	RBPJL									
11325	Q86XP3	DDX42									
11326	Q9Y279	VSIG4									
11336	O60645	EXOC3									
11337	O95166	GABARAP							FoxO signaling		
11345	P60520	GABARAPL2							FoxO signaling		
22800	P62070	RRAS2	MAPK signaling							Ras signaling	
22821	Q14644	RASA3								Ras signaling	
22824	O95757	HSPA4L									
22827	Q9UHX1	PUF60									
22841	Q7L804	RAB11FIP2									
22861	Q9C000	NLRP1									
22872	O94979	SEC31A									
22905	O95208	EPN2									
22926	P18850	ATF6									
22938	Q13573	SNW1									
22941	Q9UPX8	SHANK2									
22943	O94907	DKK1					Wnt signaling				
22954	Q13049	TRIM32									
22985	Q9UKV3	ACIN1									
23002	Q9Y4D1	DAAM1					Wnt signaling				
23007	Q4KWH8	PLCH1									
23016	Q15024	EXOSC7									
23020	O75643	SNRNP200									
23035	Q6ZVD8	PHLPP2						PI3K-Akt signaling			
23057	Q9BZQ4	NMNAT2									
23062	Q9UJY4	GGA2									
23085	Q8IUD2	ERC1									
23111	Q8N0X7	SPG20									
23118	Q9NYJ8	TAB2	MAPK signaling								
23136	Q9Y2J2	EPB41L3									
23157	Q14141	SEPT6									
23162	Q9UPT6	MAPK8IP3	MAPK signaling								
23163	Q9NZ52	GGA3									
23165	Q92621	NUP205									
23179	Q9NZL6	RGL1								Ras signaling	
23192	Q9Y4P1	ATG4B									
23193	Q14697	GANAB									
23195	Q9NU22	MDN1									
23198	Q14997	PSME4									
23205	Q96GR2	ACSBG1									
23225	Q8TEM1	NUP210									
23235	Q9H0K1	SIK2									
23236	Q9NQ66	PLCB1					Wnt signaling				Rap1 signaling
23239	O60346	PHLPP1						PI3K-Akt signaling			
23262	O43314	PPIP5K2									
23265	Q9UPT5	EXOC7									
23295	O60291	MGRN1									
23325	Q2M389	WASHC4									
23327	Q96PU5	NEDD4L									
23352	Q5T4S7	UBR4									
23365	Q9NZN5	ARHGEF12									
23381	Q9UPR3	SMG5									
23385	Q92542	NCSTN									
23396	O60331	PIP5K1C				Focal adhesion					
23410	Q9NTG7	SIRT3									
23411	Q96EB6	SIRT1							FoxO signaling		
23433	P17081	RHOQ									
23450	Q15393	SF3B3									
23451	O75533	SF3B1									
23457	Q9NP78	ABCB9									
23460	Q8N139	ABCA6									
23471	Q15629	TRAM1									
23474	O95571	ETHE1									
23478	P67812	SEC11A									
23511	Q5SRE5	NUP188									
23513	Q14160	SCRIB									
23521	P40429	RPL13A									
23533	Q8WYR1	PIK3R5		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
23542	Q13387	MAPK8IP2	MAPK signaling								
23550	Q8NDX1	PSD4									
23560	Q9BZE4	GTPBP4									
23566	Q9UBY5	LPAR3						PI3K-Akt signaling			Rap1 signaling
23583	Q53HV7	SMUG1									
23586	O95786	DDX58			Influenza A Signaling						
23594	Q9Y5N6	ORC6									
23595	Q9UBD5	ORC3									
23604	Q9UIK4	DAPK2									
23607	Q9Y5K6	CD2AP									
23621	P56817	BACE1									
23624	Q9ULV8	CBLC									
23640	Q9NZL4	HSPBP1									
23646	Q8IV08	PLD3									
23649	Q14181	POLA2									
23673	Q86Y82	STX12									
23678	Q96BR1	SGK3						PI3K-Akt signaling	FoxO signaling		
23708	Q8IYD1	GSPT2									
23710	Q9H0R8	GABARAPL1							FoxO signaling		
23743	Q9H2M3	BHMT2									
23759	Q13356	PPIL2									
23786	Q9BXK5	BCL2L13									
25759	P98077	SHC2				Focal adhesion				Ras signaling	
25780	Q8IV61	RASGRP3	MAPK signaling							Ras signaling	Rap1 signaling
25804	Q9Y4Z0	LSM4									
25805	Q13145	BAMBI					Wnt signaling				
25824	P30044	PRDX5									
25825	Q9Y5Z0	BACE2									
25865	Q9BZL6	PRKD2									Rap1 signaling
25873	Q9Y3U8	RPL36									
25885	O95602	POLR1A									
